index,input,xml_node_count,xml_tags,action_condition_names,has_navigation,has_recovery,has_operation,has_recovery_node,has_pick_place,parse_error
291,"The behavior tree orchestrates a robot's movement based on visual input. The robot is programmed to continuously execute a sequence of movements, alternating between different sequences based on the object detected by its vision system (cat, dog, cow). Each sequence involves moving in a specific direction (forward, backward, left, right) and then stopping.

If the robot detects a cat, it will move forward, stop, move backward, and stop. If it detects a dog, it will move backward, stop, move forward, and stop. If it detects a cow, it will move left, stop, move right, and stop. This entire process is repeated indefinitely.

The ""MoveRobot"" behavior tree defines the individual movements that the robot can perform, such as moving forward, backward, left, or right, which are executed based on the input received from the main behavior tree.",35,BehaviorTree;Fallback;ForceSuccess;OpenVINOEvent;Repeat;SendCommandVel;Sequence;SetBlackboard;SubTree;root,,True,False,True,False,False,"not well-formed (invalid token): line 6, column 56"
292,"The behavior tree consists of a single task where the robot is instructed to perform a scan in ""floor_near"" mode. This likely involves the robot using its sensors or scanning equipment to gather information about the nearby floor area. The purpose of this scan could be for mapping, obstacle detection, or any other relevant task related to the floor area.",3,BehaviorTree;Scan;root,Scan,False,False,False,False,False,
293,"The behavior tree is designed for a robot to navigate through an environment with periodic global path replanning at 1 Hz and includes recovery actions. The robot uses a pipeline sequence to navigate with replanning, allowing it to retry the navigation process multiple times if necessary.

If the robot encounters issues during path planning or following the path, it will attempt recovery by clearing the costmap, waiting, or spinning to correct its orientation. Additionally, it incorporates a recovery fallback that involves waiting for 5 seconds if all other recovery attempts fail.

Overall, this behavior tree ensures robust navigation by incorporating periodic path replanning and various recovery strategies to handle unexpected obstacles or disruptions in the environment.",22,BehaviorTree;ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;PipelineSequence;RateController;ReactiveFallback;RecoveryNode;RoundRobin;Spin;Wait;root,ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;Spin;Wait,True,True,False,True,False,
294,"The behavior tree outlines a sequence of actions for an entity to execute. The entity is first instructed to perform ""go1"", followed by a sub-sequence comprising ""go2"", ""go3"" (forced to succeed), ""go4"", ""go5"", and ""go6"". Upon completion of this sub-sequence, the entity will then execute ""go7"" and ""go8"" in sequence.

The use of ""ForceSuccess"" ensures that ""go3"" always succeeds, regardless of its outcome. This means that even if ""go3"" fails, it will be considered successful and the subsequent actions will still be executed.

Overall, the behavior tree orchestrates a specific sequence of actions for the entity to follow, with the provision for ensuring the success of a particular action within the sub-sequence.",22,Action;BehaviorTree;ForceSuccess;Sequence;TreeNodesModel;root,go1;go2;go3;go4;go5;go6;go7;go8,False,False,False,False,False,
295,"The behavior tree consists of a sequence of actions, where each action has an output parameter ""out0"" that is set to the value of ""${foo}"". The TreeNodesModel defines three actions: inoutA, inoutB, and inoutC, each with an ""out0"" port. The inoutB action has a default value of ""foobar"" for its ""out0"" port.

In summary, the behavior tree executes a sequence of actions (inoutA, inoutB, inoutC), setting their ""out0"" ports to the value of ""${foo}"" or ""foobar"".",13,Action;BehaviorTree;Sequence;TreeNodesModel;inout_port;root,inoutA;inoutB;inoutC;inout_port,False,False,False,False,False,
296,"The behavior tree defines a sequence of actions for controlling a robotic system. The robot is programmed to perform a series of movements and poses using its arms and other components.

The sequence begins with the robot executing specific joint states for its left and right arms, followed by executing multiple poses for both arms simultaneously. This is achieved through the execution of predefined action nodes such as ""ExecuteGroupAngularJointStates"" and ""ExecuteAllPoses"".

Additionally, there are other potential actions defined in the model, such as ""ExecuteGroupLinearJointStates"", ""ExecuteGroupPlan"", and ""ExecuteGroupPose"", which can be utilized for further control and manipulation of the robot's components.

Overall, the behavior tree orchestrates a complex set of actions to coordinate the movement and positioning of the robot's arms and potentially other components, allowing it to perform specific tasks or maneuvers as per the defined goals and parameters.",44,Action;BehaviorTree;Sequence;TreeNodesModel;input_port;root,ExecuteAllPlans;ExecuteAllPoses;ExecuteGroupAngularJointStates;ExecuteGroupLinearJointStates;ExecuteGroupPlan;ExecuteGroupPose;input_port,True,False,False,False,False,
297,"The behavior tree orchestrates a series of actions for a robot or system. It begins by printing ""Hello"" and then enters a fallback sequence, which includes a timeout action that runs the ""AlwaysRunning"" action after 2 seconds. If a condition check on the topic ""/condition"" is met, it prints ""Baby""; otherwise, it prints ""World"". 

Following this, another fallback sequence checks for a message on the topic ""/trigger"" and triggers the ""safety"" service with a 100-millisecond timeout if the condition is met. Otherwise, it waits for 3000 milliseconds.

Finally, the tree concludes by printing ""Done"".

This behavior tree is designed to handle various scenarios based on conditions and timeouts, while also including ROS services and waiting periods.",30,Action;BehaviorTree;Condition;Fallback;Sequence;Timeout;TreeNodesModel;input_port;root,AlwaysRunning;ConditionCheck;MessageCheck;Print;Trigger;Wait;input_port,False,True,False,False,False,
298,"The behavior tree outlines a sequence of actions for a robot or autonomous agent. The sequence involves the robot performing various tasks such as moving to specific locations, checking if a certain condition (isFull) is met, and making decisions based on the outcome.

The main sequence (Sequence1) includes sub-sequences and individual actions. It starts with the robot going to a location (go1), then proceeding to another location (go2), and finally reaching a third location (go3). Additionally, there are conditional checks within Sequence2 and Sequence4, where the robot may stay at certain positions (stay1, stay2) or perform alternative actions (go4, go2) based on the conditions.

The behavior tree also includes a set of available actions and conditions that can be utilized within the sequences, such as mineResources, moveBaseToGoal, and waitFrames.

Overall, the behavior tree represents a complex decision-making process for the robot, involving movement, conditional checks, and task execution.",42,Action;BehaviorTree;Condition;Fallback;ForceSuccess;Inverter;Sequence;TreeNodesModel;input_port;output_port;root,cIName;dumpRun;go1;go2;go3;go4;goClosestR;input_port;isFull;mineResources;moveBaseToGoal;output_port;stay1;stay2;waitFrames,True,True,False,False,False,
299,"The behavior tree outlines a robot's task to move to a specified waypoint. It begins by retrieving the pose of the waypoint indicated by ""{arg0}"" and storing it in ""{pose}"". The robot then executes two actions in parallel: scanning the environment using the ""floor_near"" mode and moving towards the previously obtained pose. The success threshold for both actions is set to 1, meaning that if either action succeeds, the entire sequence is considered successful. This behavior allows the robot to adapt its movement based on real-time environmental data while progressing towards the designated waypoint.",7,BehaviorTree;GetPoseFromWp;Move;Parallel;Scan;Sequence;root,GetPoseFromWp;Move;Scan,True,False,False,False,False,
300,"The behavior tree represents a scenario where a robot needs to pass through a door or window. If the door is open, it will pass through it; otherwise, it will attempt to open the door and then pass through. If the door cannot be opened after 4 attempts, the robot will resort to passing through the window.

In summary, the robot first checks if the door is open. If it is, the robot passes through the door. If the door is closed, the robot attempts to open the door up to 4 times before eventually passing through it. If all attempts to open the door fail, the robot will then pass through the window as an alternative route.",17,BehaviorTree;Fallback;Inverter;IsDoorClosed;IsDoorOpen;OpenDoor;PassThroughDoor;PassThroughWindow;RetryUntilSuccesful;Sequence;SubTree;root,IsDoorClosed;IsDoorOpen;OpenDoor;PassThroughDoor;PassThroughWindow,False,True,False,False,False,
301,"The behavior tree instructs a robot to perform a sequence of head movements. The robot is first directed to move its head to a specific pitch and yaw angle, then pause for 2 seconds before proceeding to the next head movement. The commented out sections indicate alternative head movements and pauses that are not currently part of the sequence. Overall, the task involves controlling the robot's head movements in a predefined sequence with pauses in between each movement.",5,BehaviorTree;HeadControl;Pause;Sequence;root,HeadControl;Pause,False,False,False,False,False,
302,"The behavior tree outlines a series of tasks for a robot. Initially, the robot is instructed to collect pucks from various locations and activate a mechanism to grab them. Subsequently, it moves forward, repeating a process five times to handle the collected pucks. After this, the robot navigates through a specific path to reach an accelerator and then drops the pucks into it.

Overall, the robot's main task involves collecting pucks, weighing them, reaching the accelerator, and finally depositing the pucks into it. The behavior tree provides a structured sequence of actions for the robot to execute in order to accomplish these tasks efficiently.",49,ActivatePump;ActiverBarillet;BehaviorTree;GrabPuck;MoveAX_1;MoveAX_3;MoveAX_4;MoveAX_5;MoveAhead;Repeat;Sequence;SubTree;Turn;root,,False,False,True,False,True,"mismatched tag: line 23, column 10"
303,"The behavior tree outlines a sequence of tasks for a robot. First, it is instructed to navigate to the entrance, then ask a person, localize an unoccupied site, and finally navigate to the unoccupied site. The tasks are executed in sequence, with each subsequent task being activated only if the previous one has been successfully completed. This behavior tree essentially directs the robot through a series of steps aimed at reaching and interacting with an unoccupied site, likely as part of a larger operation or mission.",7,ActivationSequence;AskPerson;BehaviorTree;LocalizeUnoccupiedSite;NavigateToEntrance;NavigateToUnoccupiedSite;root,AskPerson;LocalizeUnoccupiedSite;NavigateToEntrance;NavigateToUnoccupiedSite,False,False,False,False,False,
304,"The behavior tree orchestrates a robotic system to perform a sequence of actions. It begins with a brief pause, followed by adjusting the torso control to a relative height of 0.95. After another short pause, the torso control is then adjusted to a lower relative height of 0.15.

In summary, the behavior tree coordinates the robot to execute a specific set of movements and pauses in a sequential manner, likely for a particular task or action.",7,BehaviorTree;Pause;Sequence;TorsoControl;root,Pause;TorsoControl,False,False,False,False,False,
305,"The behavior tree represents a sequence of actions for a robot to perform. It starts with the robot attempting to pass through a window, followed by closing a door. There are variations in the sequence where the robot may attempt to pass through the window multiple times before closing the door. The specific conditions and details of these actions are defined in the TreeNodesModel section.

In summary, the behavior tree outlines a series of steps for the robot, involving interactions with doors and windows. The robot first attempts to pass through a window, then closes a door. The tree allows for flexibility in the number of attempts to pass through the window before proceeding to close the door.",16,Action;BehaviorTree;Condition;Sequence;TreeNodesModel;root,CloseDoor;IsDoorOpen;OpenDoor;PassThroughDoor;PassThroughWindow,False,False,False,False,False,
306,"The behavior tree outlines the task flow for a robot interacting in a bar or restaurant setting. The robot is programmed to follow a sequence of actions: first, it retrieves an order (GetOrder), then navigates to the barman (NavigateToBarman) and interacts with them (InteractWithBarman). After this, it checks the order (CheckOrder), navigates to the client (NavigateToClient), and finally delivers the order to the client (DeliverOrder).

This behavior tree orchestrates the robot's actions in a structured manner, ensuring that it follows a predefined sequence of tasks to successfully complete the order delivery process in a bar or restaurant environment.",9,ActivationSequence;BehaviorTree;CheckOrder;DeliverOrder;GetOrder;InteractWithBarman;NavigateToBarman;NavigateToClient;root,CheckOrder;DeliverOrder;GetOrder;InteractWithBarman;NavigateToBarman;NavigateToClient,False,False,False,False,False,
307,"The behavior tree is designed to execute a sequence that repeatedly prints ""Hello World"" for a specified number of cycles. The number of cycles is determined by the value of the variable ""num_hello"". When executed, the behavior tree will repeat the sequence of printing ""Hello World"" for the specified number of cycles. This behavior can be utilized in scenarios where repetitive actions or greetings need to be performed, such as in testing, demonstration, or communication with users.",8,Action;BehaviorTree;Repeat;Sequence;TreeNodesModel;input_port;root,Print;input_port,False,False,False,False,False,
308,"The behavior tree represents a sequence of actions for a robot or an autonomous agent. The sequence involves the robot performing various tasks such as moving to specific locations, staying in place, and executing conditional checks.

Initially, the robot executes ""go1"" followed by a nested sequence where it first stays in place (stay1 and stay2) and then moves to three different locations (go1, go2, go3). After this nested sequence, the robot proceeds to execute ""go2"" and ""go3"" in order.

Additionally, there are other available actions such as ""dumpRun"", ""goClosestR"", ""isFull"", ""mineResources"", and ""waitFrames"" which can be utilized within the behavior tree.

Overall, the behavior tree outlines a series of actions that the robot will follow in a sequential manner, including movement, decision-making, and task execution based on certain conditions.",30,Action;BehaviorTree;Condition;Sequence;TreeNodesModel;inout_port;input_port;output_port;root,dumpRun;go1;go2;go3;goClosestR;inout_port;input_port;isFull;mineResources;moveBaseToGoal;output_port;stay1;stay2;waitFrames,True,True,False,False,False,
309,"The behavior tree consists of a sequence of actions, where the robot will first execute ""go1"". If ""go1"" fails, it will then attempt to execute ""go2"", and if that fails, it will proceed to execute ""go3"". The tree also includes additional actions such as ""alwaysTrue"", ""dumpRun"", ""goClosestR"", ""guardAiMovement"", ""isFull"", ""mineResource"", and ""waitFrames"".

Overall, the behavior tree represents a decision-making process for the robot's actions. It starts with attempting to perform ""go1"" and has fallback sequences for alternative actions in case of failure. This structure allows the robot to adapt its behavior based on the success or failure of each action, ensuring progress towards its objectives.",21,Action;BehaviorTree;Fallback;Sequence;TreeNodesModel;input_port;root,alwaysTrue;dumpRun;go1;go2;go3;goClosestR;guardAiMovement;input_port;isFull;mineResource;waitFrames,False,True,False,False,False,
310,"The behavior tree defines a sequence of actions to be performed. The actions involve input and output ports, where some actions have default values for their ports. Specifically, the sequence includes actions with various configurations such as providing input values, setting output values, and using default values for ports. Additionally, the TreeNodesModel section specifies the details of each action, including their IDs and the names of their input and output ports.

Overall, the behavior tree seems to be focused on defining a sequence of actions with specific input and output port configurations, possibly related to a larger system or process. However, without further context or understanding of the specific domain or system, it is challenging to provide a more detailed summary of the exact purpose or functionality of these actions.",32,Action;BehaviorTree;Sequence;TreeNodesModel;input_port;output_port;root,inOnlyA;inOnlyB;input_port;outOnlyA;outOnlyB;outOnlyC;outOnlyD;outOnlyE;outOnlyF;output_port,True,False,False,False,False,
311,"The behavior tree defines a sequence of actions for a resource-gathering robot. The robot is programmed to perform the following actions in sequence: 
1. Move towards the closest available resource.
2. Wait for 30 frames.
3. Perform resource mining based on specific parameters.
4. Mine the identified resource.

Additionally, the tree includes various other potential actions and conditions such as ""dumpRun"", ""go1"", ""go2"", ""go3"", ""isFull"", ""mineResources"", ""moveBaseToGoal"", ""stay1"", ""stay2"", and different types of ""waitFrames"" actions with varying parameters.

Overall, the behavior tree outlines the decision-making process and actions for the robot to efficiently gather resources while considering factors like resource availability and operational pauses.",32,Action;BehaviorTree;Condition;Sequence;TreeNodesModel;inout_port;input_port;output_port;root,dumpRun;go1;go2;go3;goClosestR;inout_port;input_port;isFull;mineResource;mineResources;moveBaseToGoal;output_port;stay1;stay2;waitFrames;waitFrames2;waitFrames3,True,True,False,False,False,
312,"The behavior tree is designed for a robot to navigate through an environment with periodic global path replanning at 1 Hz and includes recovery actions. The robot will attempt to navigate to a goal pose, using a grid-based planner, and clear the global costmap. If this fails, it will follow a predefined path and clear the local costmap. In case of further failures, it will execute recovery actions such as clearing both the global and local costmaps, spinning, and waiting.

Overall, the behavior tree ensures that the robot continuously attempts navigation while handling potential failures by reattempting navigation, following a predefined path, and executing recovery actions. This robust approach allows the robot to adapt to changing environments and recover from unexpected obstacles or errors in its navigation process.",18,BehaviorTree;ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;PipelineSequence;RateController;ReactiveFallback;RecoveryNode;SequenceStar;Spin;Wait;root,ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;Spin;Wait,True,True,False,True,False,
313,"The behavior tree provided is a simple one. It consists of a sequence with two actions: printing the value of ""role"" and then printing the value of ""behavior_tree"". This behavior tree is designed to execute these two actions in sequence, without any conditional logic or branching. The purpose seems to be to output the values of ""role"" and ""behavior_tree"" for diagnostic or logging purposes.",5,BehaviorTree;Print;Sequence;root,Print,False,False,False,False,False,
314,"The behavior tree orchestrates a robot's movement towards three different goals (Goal_a, Goal_b, Goal_c) in a repeated sequence for 3 cycles. 
For each cycle, the robot sets the blackboard with the coordinates of the three goals and then moves towards each goal sequentially using the ""MoveRobot"" behavior tree. After reaching each goal, it takes a snapshot using the SnapshotClient.
This process is repeated for the specified number of cycles. The ""MoveRobot"" behavior tree itself involves setting a goal for the robot using Nav2Client.

Overall, the behavior tree controls the robot's navigation by repeatedly moving it to predefined locations while capturing snapshots at each location.",17,BehaviorTree;Nav2Client;Repeat;Sequence;SetBlackboard;SnapshotClient;SubTree;root,Nav2Client;SetBlackboard;SnapshotClient,True,False,False,False,False,
315,"The behavior tree is designed for a robot to navigate through an array of poses, continuously replanning its global path at 1 Hz. It includes recovery actions specific to planning/control and general system issues. The main sequence involves the robot navigating with periodic replanning, using a rate controller to manage the frequency of path computation and following the path. If there are failures during navigation, it retries a limited number of times before executing recovery actions such as clearing the costmaps, spinning, waiting, and backing up.

In summary, the behavior tree orchestrates the robot's navigation by continuously updating its path through poses, handling potential failures in path computation and execution, and incorporating recovery strategies to address various issues that may arise during navigation.",26,BackUp;BehaviorTree;ClearEntireCostmap;ComputePathThroughPoses;FollowPath;GoalUpdated;PipelineSequence;RateController;ReactiveFallback;ReactiveSequence;RecoveryNode;RemovePassedGoals;RoundRobin;Sequence;Spin;Wait;root,BackUp;ClearEntireCostmap;ComputePathThroughPoses;FollowPath;GoalUpdated;RemovePassedGoals;Spin;Wait,True,True,False,True,False,
316,"The behavior tree is designed for a robot's navigation system, focusing on continuous global path replanning at 1 Hz and incorporating recovery actions for planning, control, and general system issues. The main sequence involves navigating with periodic replanning, where the robot computes a path to a specified goal using a grid-based planner, follows the computed path using a specific controller, and handles recovery in case of failures during planning or execution.

The recovery mechanism includes retrying failed navigation tasks, reacting to updated goals, clearing costmaps (both local and global), spinning to reorient, waiting for a duration, and backing up if necessary. These recovery actions are organized into a structured fallback approach, ensuring that the robot can handle various types of issues that may arise during navigation.

Overall, the behavior tree provides a robust framework for the robot's navigation system, enabling it to continuously plan and execute paths while handling potential failures and system issues effectively.",24,BackUp;BehaviorTree;ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;PipelineSequence;RateController;ReactiveFallback;RecoveryNode;RoundRobin;Sequence;Spin;Wait;root,BackUp;ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;Spin;Wait,True,True,False,True,False,
317,"The behavior tree is designed for a robot to navigate a global path with periodic replanning at 1 Hz and includes recovery actions. It uses a pipeline sequence to manage the navigation process, with recovery nodes for handling potential failures.

The ""NavigateWithReplanning"" sequence incorporates a rate controller to ensure the replanning occurs at the specified frequency. Within this sequence, there are recovery nodes for computing the path to a pose and following the path. These recovery nodes contain fallback behaviors such as clearing costmaps and waiting in case of issues.

If any of the recovery nodes fail, the ""RecoveryFallback"" handles the situation by waiting for a set duration before attempting recovery again. This structure ensures that the robot can continuously navigate its environment, recompute paths when necessary, and recover from unexpected obstacles or errors.",22,BehaviorTree;ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;PipelineSequence;RateController;ReactiveFallback;RecoveryNode;RoundRobin;Spin;Wait;root,ClearEntireCostmap;ComputePathToPose;FollowPath;GoalUpdated;Spin;Wait,True,True,False,True,False,
318,"The behavior tree is designed for a robot to navigate while periodically replanning its global path at a frequency of 1 Hz. It uses a pipeline sequence consisting of two tasks: 
1. The ""ComputePathToPose"" task, which calculates the path to a specified goal using a planner with the ID ""GridBased"". This task is controlled by a rate controller set to 1 Hz.
2. The ""FollowPath"" task, which instructs the robot to follow the calculated path using a specific controller.

Overall, the behavior tree ensures that the robot continuously updates its path based on changing environmental conditions or new obstacles, allowing it to navigate effectively in dynamic environments.",6,BehaviorTree;ComputePathToPose;FollowPath;PipelineSequence;RateController;root,ComputePathToPose;FollowPath,True,False,False,False,False,
319,"The behavior tree represents a complex sequence of actions for controlling a robotic system. It involves multiple sub-trees, each responsible for specific tasks such as planning paths, moving manipulators, handling objects, and navigating the vehicle. The overall task can be summarized as follows:

The ""TestNav"" behavior tree orchestrates a series of actions for the robotic system. It begins with opening the gripper, navigating the vehicle, and then executing a sequence of manipulator movements to search specific frames, carry an object, and return to a designated drive position. Additionally, it includes error handling and recovery mechanisms, such as dealing with failure scenarios when handling objects or finding empty frames.

The behavior tree is designed to handle various scenarios in a structured manner, ensuring that the robot performs the necessary actions to accomplish its objectives while also addressing potential failures during the process.",105,BehaviorTree;EmptyFrame;Fallback;ForceFailure;MoveGripper;MoveManipulator;NavigateVehicle;ObjectSearch;PlanManipulatorPath;Sequence;root,EmptyFrame;MoveGripper;MoveManipulator;NavigateVehicle;ObjectSearch;PlanManipulatorPath,True,False,True,False,True,
320,"The behavior tree orchestrates the process of generating grasping candidates for a robot. It begins by segmenting the tabletop from the scene, attempting this operation up to three times if unsuccessful. Following this, it checks if the desired object is present on the blackboard and extracts its point cloud if available; otherwise, it proceeds with tabletop clustering. Finally, it generates grasping candidates based on the extracted object cloud and table height. The behavior tree ensures that the robot can effectively identify and generate viable grasping options for objects in its environment.",14,BehaviorTree;Condition;ConditionalSequence;Decorator;GenerateGraspingCandidates;ObjectCloudExtraction;RetryUntilSuccesful;Sequence;TableTopClustering;TableTopSegmentation;TreeNodesModel;input_port;root,GenerateGraspingCandidates;ObjectCloudExtraction;TableTopClustering;TableTopSegmentation;foo;input_port,False,True,True,False,False,
321,"The behavior tree outlines a simple task for a robot to follow a path to a specified goal. It first computes a path to the given goal using a ""GridBased"" planner, and then instructs the robot to follow the computed path using a ""FollowPath"" controller. This behavior tree is focused on guiding the robot through a predefined path to reach its designated goal.",5,BehaviorTree;ComputePathToPose;FollowPath;Sequence;root,ComputePathToPose;FollowPath,True,False,False,False,False,
322,"The behavior tree outlines a series of actions and conditions for controlling a robot or an autonomous system. The main sequence involves the robot waiting for a specified duration, then repeatedly moving to a specific goal position. This movement is repeated 10 times before another wait action is executed.

Additionally, the behavior tree includes various utility nodes such as logging messages, performing mathematical operations, subscribing to ROS topics, and interacting with Actionlib action servers. These utility nodes enable the robot to handle diverse tasks such as fire detection, extinguishing fires, window detection, takeoff, landing, and more.

The tree also incorporates decorators and control nodes like ForceSuccess, OnlyOnce, Interruptible, Loop, WhileSuccess, and Cooldown, which modify the behavior of child nodes within the tree.

Overall, the behavior tree orchestrates the robot's actions, decision-making, and interactions with its environment in a structured and repeatable manner, enabling it to perform complex tasks autonomously.",222,Action;BehaviorTree;Condition;Control;Decorator;ForceSuccess;Repeat;Sequence;TreeNodesModel;input_port;output_port;root,CallEmptyService;CheckBool;CheckKey;CompareNumbers;CompareStrings;ConcatenateStrings;Control;ConvertJsonToDouble;ConvertJsonToInt64;ConvertJsonToString;ConvertJsonToUint64;ConvertMessageField;ConvertRandomMessageField;CopyJson;DebugLog;Decorator;ErrorLog;FatalLog;FindByFieldValue;FindSubstrings;GetJsonSize;GetKeyboard;GetMessageField;GetRandomMessageField;GetTransformDistance;GetTransformHorizontalDistance;GetTransformOrigin;InfoLog;InitializeJson;InterpolateFloat;LookupTransform;MathOperationFloat;MathOperationInt;MonitorStdBool;MonitorStdFloat64;MonitorStdInt32;OStreamNode;PublishBool;PublishStdString;RandomFloat;RandomInteger;RandomSequenceValue;SubscribeUPOGoal;UPOFireDetection3D;UPOFireExtinguish;UPOGoToGoal;UPOGoToGoalByName;UPOLanding;UPOTakeOff;UPOWindowDetection;WaitMilliseconds;WaitSeconds;WarnLog;input_port;output_port,True,True,True,False,False,
323,"The behavior tree outlines the decision-making process for an animal, with different actions based on various conditions. The ""MainTree"" initially attempts a random big move as its fallback action. The ""ShedTree"" encompasses multiple scenarios: if the animal is on pasture during the day and in the shed, it will leave the shed, find a random pasture field, and move there. If it's on pasture at night but not in the shed, it will find the shed, move towards it, and enter. During the day, if not in the shed, it will make a random move.

The conditions include checking the animal's life stage, gender, hunger, location, and other attributes to determine the appropriate action. Actions range from finding prey, giving birth, laying eggs, moving, sleeping, and attempting reproduction. The tree also includes sub-trees for specific behaviors related to being in or leaving the shed.

Overall, the tree models the complex decision-making process of an animal, considering its environment",62,Action;BehaviorTree;Condition;FallbackStar;Inverter;SequenceStar;SubTree;TreeNodesModel;root,CanHaveSex;EatPrey;EnterShed;FindPrey;FindRandomPastureField;FindRetreat;FindShed;GiveBirth;IsAdult;IsCarnivore;IsDay;IsEgg;IsEggLayer;IsFemale;IsHerbivore;IsHungry;IsInShed;IsMale;IsNight;IsOnPasture;IsPregnant;IsProducer;IsReadyToGiveBirth;IsWoodVermin;IsYoung;KillPrey;LayEgg;LeaveShed;Move;Produce;RandomMove;RandomMoveBig;Sleep;TryHaveSex,False,False,False,False,False,
324,"The behavior tree outlines the decision-making process for an animal in a simulated environment. The tree's structure is based on various conditions and actions that the animal can perform.

The tree begins with a FallbackStar node, which contains three SequenceStar nodes. Each SequenceStar represents a set of conditions and actions to be executed based on the state of the environment and the animal itself.

The first SequenceStar deals with the animal's movement during the day, either leaving the shed and finding a random pasture field or moving if it's already on the pasture.

The second SequenceStar handles the animal's behavior at night, focusing on finding shelter if not in the shed and entering it, or continuing to move if already on the pasture.

The third SequenceStar addresses daytime activities when not in the shed, involving random movement.

The TreeNodesModel provides a list of all possible conditions and actions that the animal can evaluate and execute within the behavior tree, such as eating prey, laying eggs, and finding retreats.

In",57,Action;BehaviorTree;Condition;FallbackStar;Inverter;SequenceStar;TreeNodesModel;root,CanHaveSex;EatPrey;EnterShed;FindPrey;FindRandomPastureField;FindRetreat;FindShed;GiveBirth;IsAdult;IsCarnivore;IsDay;IsEgg;IsEggLayer;IsFemale;IsHerbivore;IsHungry;IsInShed;IsMale;IsNight;IsOnPasture;IsPregnant;IsProducer;IsReadyToGiveBirth;IsWoodVermin;IsYoung;KillPrey;LayEgg;LeaveShed;Move;Produce;RandomMove;Sleep;TryHaveSex,False,False,False,False,False,
325,"The behavior tree orchestrates a robot's navigation and interaction with humans. The robot is tasked to clear the global cost map, seek multiple predefined search poses, and then continuously navigate to each pose until a failure occurs. Upon reaching each pose, it communicates a speech message associated with the goal, moves towards the next goal using the ""MoveRobot"" subtree, and speaks the goal speech. 

Additionally, the robot employs a decision-making process when encountering humans. It first attempts to detect a person and if successful, it communicates ""Hi there! I found you!"". If no person is detected, it performs a spin action and says ""I didn't see anyone."".

Overall, the behavior tree coordinates the robot's autonomous navigation to predetermined locations, human interaction through speech communication, and adaptive responses based on detecting human presence.",25,BehaviorTree;Fallback;HumanPoseDetect;Inverter;KeepRunningUntilFailure;Nav2ClearGlobalCostMap;Nav2Client;ReactiveSequence;RobotSeekInitAction;RobotSeekNextSearchPose;RobotSpin;Sequence;SubTree;TextToSpeechActionClient;root,,True,True,False,False,False,"not well-formed (invalid token): line 6, column 68"
326,"The behavior tree is designed for a robot to continuously listen for a wake word. Once the wake word is detected, it will perform a sequence of actions: tilt its head by 10 degrees and then speak ""Hey there."" The tree structure ensures that the robot keeps running these actions until a failure occurs, allowing it to constantly respond to the wake word. This behavior enables the robot to engage in an interactive conversation or respond to specific commands upon detecting the wake word.",8,BehaviorTree;ForceSuccess;HeadTiltAction;KeepRunningUntilFailure;Sequence;TextToSpeechActionClient;WakeWordDetected;root,HeadTiltAction;TextToSpeechActionClient;WakeWordDetected,False,False,False,False,False,
327,"The behavior tree is designed for a robot to manage its energy levels and navigate to specific locations. It first checks if the battery level is low and not charging, then it attempts to go to a charging station. If that fails or the conditions are not met, it waits. If the battery is charged or charging, it proceeds to check if it has reached its destination and navigates accordingly.

Overall, the behavior tree orchestrates the robot's actions based on reactive decision-making, ensuring it prioritizes energy management and navigation tasks. The tree employs YARP (Yet Another Robot Platform) conditions and actions to interact with the robot's skills and ports, allowing it to make informed decisions and execute appropriate actions in real-time.",21,Action;BehaviorTree;Condition;ReactiveFallback;ReactiveSequence;TreeNodesModel;input_port;root,AlwaysRunning;FlipFlopCondition;YARPAction;YARPCondition;input_port,False,True,False,False,False,
328,"The behavior tree is designed for a robot to navigate through a series of waypoints using the NavigateToPose behavior. It follows a reactive fallback approach, where it continuously attempts to achieve the next goal until all goals are achieved or a failure occurs. The process involves getting the next goal, navigating to the pose, loading a pallet at the goal location, and then marking the goal as achieved in the blackboard. This cycle continues until all goals are completed or an error arises. Overall, the behavior tree orchestrates the robot's movement and task execution, ensuring that it efficiently navigates through the given waypoints while handling any potential interruptions or failures.",10,AllGoalsAchieved;BehaviorTree;GetNextGoal;KeepRunningUntilFailure;LoadPallet;NavigateToPose;ReactiveFallback;ReactiveSequence;SetBlackboard;root,AllGoalsAchieved;GetNextGoal;LoadPallet;NavigateToPose;SetBlackboard,True,False,False,False,False,
